image,component_id,area_px,eq_diameter_px,eq_diameter_um,gate_strip_coverage,strip_expert_tind_coverage,final_tind_coverage,gate_strip_detected,strip_expert_tind_detected,final_tind_detected
0506tin2_02-21_crop_00.jpg,1,353,21.200319792199185,11.549934222790116,0.943342776203966,0.9603399433427762,0.9461756373937678,1,1,1
0506tin2_02-21_crop_01.jpg,1,139,13.303394180365686,7.247689149463225,0.0,0.0,0.0,0,0,0
0506tin2_03-02_crop_02.jpg,1,110,11.834540545406394,6.447457689137403,0.7727272727272727,0.7818181818181819,0.7727272727272727,1,1,1
0506tin2_03-03_crop_02.jpg,1,55,8.368283871884005,4.559041053402406,0.23636363636363636,0.0,0.0,0,0,0
0506tin2_03-03_crop_02.jpg,2,39,7.046725639945928,3.839056128642541,0.8205128205128205,0.28205128205128205,0.28205128205128205,1,0,0
0506tin2_03-03_crop_02.jpg,3,70,9.440697438826296,5.143291964672565,0.8142857142857143,0.7,0.7,1,1,1
0506tin2_03-03_crop_02.jpg,4,32,6.383076486422923,3.477500069803208,0.71875,0.78125,0.71875,1,1,1
0506tin2_03-03_crop_02.jpg,5,54,8.291859587312052,4.517405103167605,0.7222222222222222,0.7222222222222222,0.7222222222222222,1,1,1
0506tin2_03-03_crop_02.jpg,6,92,10.823032759612019,5.896388247436628,0.7282608695652174,0.6847826086956522,0.6847826086956522,1,1,1
0506tin2_03-04_crop_01.jpg,1,99,11.227230955528665,6.116595424572016,0.7878787878787878,0.797979797979798,0.7676767676767676,1,1,1
0506tin2_03-04_crop_01.jpg,2,69,9.373021315815206,5.106422012856124,0.927536231884058,0.9710144927536232,0.9420289855072463,1,1,1
0506tin2_03-04_crop_01.jpg,3,76,9.83698151873187,5.359187531405122,0.9736842105263158,0.9868421052631579,0.9868421052631579,1,1,1
0506tin2_03-04_crop_01.jpg,4,70,9.440697438826296,5.143291964672565,0.6428571428571429,0.6142857142857143,0.5857142857142857,1,1,1
0506tin2_03-04_crop_01.jpg,5,43,7.399277020331919,4.031126120676829,0.0,0.0,0.0,0,0,0
0506tin2_03-04_crop_01.jpg,6,46,7.653039857325812,4.169376114271102,0.0,0.0,0.0,0,0,0
0506tin2_03-04_crop_01.jpg,7,63,8.95623198216277,4.879355183882277,0.0,0.0,0.0,0,0,0
